915,Partition Array into Disjoint Intervals,45.4%,Medium,0.31069289452415816, https://leetcode.com/problems/partition-array-into-disjoint-intervals
984,String Without AAA or BBB,37.7%,Medium,0.2735260204188947, https://leetcode.com/problems/string-without-aaa-or-bbb
527,Word Abbreviation,54.3%,Hard,0.18138862486051793, https://leetcode.com/problems/word-abbreviation
1017,Convert to Base -2,59.0%,Medium,0.11681477365175295, https://leetcode.com/problems/convert-to-base-2
983,Minimum Cost For Tickets,60.5%,Medium,0.02467737809337621, https://leetcode.com/problems/minimum-cost-for-tickets
42,Trapping Rain Water,48.9%,Hard,0.009762524655659178, https://leetcode.com/problems/trapping-rain-water
2,Add Two Numbers,33.9%,Medium,0.006737434951993369, https://leetcode.com/problems/add-two-numbers
41,First Missing Positive,32.0%,Hard,0.0064113058208121855, https://leetcode.com/problems/first-missing-positive
234,Palindrome Linked List,39.3%,Easy,0.004533613114828982, https://leetcode.com/problems/palindrome-linked-list
238,Product of Array Except Self,60.1%,Medium,0.003930436424724545, https://leetcode.com/problems/product-of-array-except-self
215,Kth Largest Element in an Array,55.4%,Medium,0.003902443976931749, https://leetcode.com/problems/kth-largest-element-in-an-array
121,Best Time to Buy and Sell Stock,50.5%,Easy,0.0021239321954525975, https://leetcode.com/problems/best-time-to-buy-and-sell-stock
