ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link
1,Two Sum,45.6%,Easy,0.900096464956218, https://leetcode.com/problems/two-sum
2,Add Two Numbers,33.9%,Medium,0.7674901747071898, https://leetcode.com/problems/add-two-numbers
741,Cherry Pickup,33.9%,Hard,0.6348838844581617, https://leetcode.com/problems/cherry-pickup
21,Merge Two Sorted Lists,53.5%,Easy,0.5022775942091335, https://leetcode.com/problems/merge-two-sorted-lists
5,Longest Palindromic Substring,29.5%,Medium,0.36967130396010545, https://leetcode.com/problems/longest-palindromic-substring
3,Longest Substring Without Repeating Characters,30.4%,Medium,0.33543751206600453, https://leetcode.com/problems/longest-substring-without-repeating-characters
4,Median of Two Sorted Arrays,29.6%,Hard,0.30208546395829133, https://leetcode.com/problems/median-of-two-sorted-arrays
15,3Sum,26.8%,Medium,0.25552496081724957, https://leetcode.com/problems/3sum
1096,Brace Expansion II,62.2%,Hard,0.2363887780642304, https://leetcode.com/problems/brace-expansion-ii
7,Reverse Integer,25.8%,Easy,0.2202424163450189, https://leetcode.com/problems/reverse-integer
192,Word Frequency,25.8%,Medium,0.21614863444241852, https://leetcode.com/problems/word-frequency
274,H-Index,36.1%,Medium,0.19380371568797425, https://leetcode.com/problems/h-index
206,Reverse Linked List,62.5%,Easy,0.1563653350583309, https://leetcode.com/problems/reverse-linked-list
706,Design HashMap,61.3%,Easy,0.1476880076475794, https://leetcode.com/problems/design-hashmap
22,Generate Parentheses,62.7%,Medium,0.14612656455721032, https://leetcode.com/problems/generate-parentheses
175,Combine Two Tables,60.8%,Easy,0.1453647140234507, https://leetcode.com/problems/combine-two-tables
728,Self Dividing Numbers,74.3%,Easy,0.14501328757782014, https://leetcode.com/problems/self-dividing-numbers
726,Number of Atoms,49.0%,Hard,0.13804422079620546, https://leetcode.com/problems/number-of-atoms
146,LRU Cache,33.2%,Medium,0.13057313078965735, https://leetcode.com/problems/lru-cache
42,Trapping Rain Water,48.9%,Hard,0.12389276378675394, https://leetcode.com/problems/trapping-rain-water
446,Arithmetic Slices II - Subsequence,32.7%,Hard,0.12099331128663167, https://leetcode.com/problems/arithmetic-slices-ii-subsequence
6,ZigZag Conversion,36.3%,Medium,0.11677183708486526, https://leetcode.com/problems/zigzag-conversion
368,Largest Divisible Subset,38.0%,Medium,0.11624101530456815, https://leetcode.com/problems/largest-divisible-subset
238,Product of Array Except Self,60.1%,Medium,0.11255129774720934, https://leetcode.com/problems/product-of-array-except-self
82,Remove Duplicates from Sorted List II,36.8%,Medium,0.1110882064011508, https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii
53,Maximum Subarray,46.5%,Easy,0.10102310445192379, https://leetcode.com/problems/maximum-subarray
725,Split Linked List in Parts,52.2%,Medium,0.1007562928969156, https://leetcode.com/problems/split-linked-list-in-parts
12,Integer to Roman,55.1%,Medium,0.09981819303484349, https://leetcode.com/problems/integer-to-roman
836,Rectangle Overlap,48.6%,Easy,0.09358079943969791, https://leetcode.com/problems/rectangle-overlap
31,Next Permutation,32.6%,Medium,0.09178119886142269, https://leetcode.com/problems/next-permutation
929,Unique Email Addresses,67.4%,Easy,0.09107126584446965, https://leetcode.com/problems/unique-email-addresses
11,Container With Most Water,50.8%,Medium,0.08887230664829432, https://leetcode.com/problems/container-with-most-water
214,Shortest Palindrome,29.8%,Hard,0.0753494372417868, https://leetcode.com/problems/shortest-palindrome
76,Minimum Window Substring,34.6%,Hard,0.07378420845373558, https://leetcode.com/problems/minimum-window-substring
987,Vertical Order Traversal of a Binary Tree,36.6%,Medium,0.070392125446596, https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree
1114,Print in Order,65.7%,Easy,0.0700675626167169, https://leetcode.com/problems/print-in-order
386,Lexicographical Numbers,51.6%,Medium,0.06875559541512997, https://leetcode.com/problems/lexicographical-numbers
178,Rank Scores,45.8%,Medium,0.06551667145414991, https://leetcode.com/problems/rank-scores
554,Brick Wall,50.0%,Medium,0.0639195177132874, https://leetcode.com/problems/brick-wall
771,Jewels and Stones,86.4%,Easy,0.06372709715833007, https://leetcode.com/problems/jewels-and-stones
92,Reverse Linked List II,38.8%,Medium,0.0634569616201148, https://leetcode.com/problems/reverse-linked-list-ii
23,Merge k Sorted Lists,40.2%,Hard,0.06293239083543646, https://leetcode.com/problems/merge-k-sorted-lists
300,Longest Increasing Subsequence,42.6%,Medium,0.06265630749555627, https://leetcode.com/problems/longest-increasing-subsequence
115,Distinct Subsequences,38.3%,Hard,0.061494781607806234, https://leetcode.com/problems/distinct-subsequences
195,Tenth Line,33.0%,Easy,0.06127490750055161, https://leetcode.com/problems/tenth-line
739,Daily Temperatures,63.3%,Medium,0.06111383323222972, https://leetcode.com/problems/daily-temperatures
420,Strong Password Checker,14.0%,Hard,0.061087691979838175, https://leetcode.com/problems/strong-password-checker
595,Big Countries,77.3%,Easy,0.06097126229595878, https://leetcode.com/problems/big-countries
18,4Sum,33.7%,Medium,0.05998439829836431, https://leetcode.com/problems/4sum
88,Merge Sorted Array,39.4%,Easy,0.059258174101133876, https://leetcode.com/problems/merge-sorted-array
74,Search a 2D Matrix,36.5%,Medium,0.057001980519332376, https://leetcode.com/problems/search-a-2d-matrix
312,Burst Balloons,51.8%,Hard,0.056547726798068784, https://leetcode.com/problems/burst-balloons
218,The Skyline Problem,34.6%,Hard,0.0564413109049518, https://leetcode.com/problems/the-skyline-problem
177,Nth Highest Salary,31.4%,Medium,0.0562934401878294, https://leetcode.com/problems/nth-highest-salary
41,First Missing Positive,32.0%,Hard,0.056273635982108605, https://leetcode.com/problems/first-missing-positive
30,Substring with Concatenation of All Words,25.4%,Hard,0.05509349054082484, https://leetcode.com/problems/substring-with-concatenation-of-all-words
202,Happy Number,50.4%,Easy,0.05503451923624455, https://leetcode.com/problems/happy-number
395,Longest Substring with At Least K Repeating Characters,41.4%,Medium,0.05371219359052555, https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters
601,Human Traffic of Stadium,41.7%,Hard,0.05223119222544569, https://leetcode.com/problems/human-traffic-of-stadium
14,Longest Common Prefix,35.4%,Easy,0.051846064173015856, https://leetcode.com/problems/longest-common-prefix
681,Next Closest Time,45.0%,Medium,0.05045206096038863, https://leetcode.com/problems/next-closest-time
219,Contains Duplicate II,37.7%,Easy,0.05012010405957234, https://leetcode.com/problems/contains-duplicate-ii
16,3Sum Closest,46.0%,Medium,0.04613364174896058, https://leetcode.com/problems/3sum-closest
856,Score of Parentheses,60.5%,Medium,0.04567003683318837, https://leetcode.com/problems/score-of-parentheses
8,String to Integer (atoi),15.4%,Medium,0.04549614908874012, https://leetcode.com/problems/string-to-integer-atoi
176,Second Highest Salary,31.6%,Easy,0.045338680589061736, https://leetcode.com/problems/second-highest-salary
200,Number of Islands,46.8%,Medium,0.04526299408355752, https://leetcode.com/problems/number-of-islands
204,Count Primes,31.5%,Easy,0.04340205577484725, https://leetcode.com/problems/count-primes
669,Trim a Binary Search Tree,63.0%,Easy,0.04255961441879593, https://leetcode.com/problems/trim-a-binary-search-tree
448,Find All Numbers Disappeared in an Array,55.9%,Easy,0.04214343508255059, https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array
535,Encode and Decode TinyURL,79.9%,Medium,0.041978881338661234, https://leetcode.com/problems/encode-and-decode-tinyurl
155,Min Stack,44.5%,Easy,0.04194952712763244, https://leetcode.com/problems/min-stack
1010,Pairs of Songs With Total Durations Divisible by 60,47.4%,Easy,0.04180336980436055, https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60
545,Boundary of Binary Tree,38.9%,Medium,0.04158603377810283, https://leetcode.com/problems/boundary-of-binary-tree
37,Sudoku Solver,43.6%,Hard,0.040527833612118376, https://leetcode.com/problems/sudoku-solver
25,Reverse Nodes in k-Group,42.1%,Hard,0.040236757867738004, https://leetcode.com/problems/reverse-nodes-in-k-group
