ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link
755,Pour Water,43.3%,Medium,4.694392422785564, https://leetcode.com/problems/pour-water
336,Palindrome Pairs,33.7%,Hard,4.005323090387116, https://leetcode.com/problems/palindrome-pairs
751,IP to CIDR,61.7%,Medium,3.3596034843633182, https://leetcode.com/problems/ip-to-cidr
251,Flatten 2D Vector,45.7%,Medium,2.6705341519648713, https://leetcode.com/problems/flatten-2d-vector
773,Sliding Puzzle,59.3%,Hard,2.143603485897122, https://leetcode.com/problems/sliding-puzzle
269,Alien Dictionary,33.3%,Hard,2.125834154172795, https://leetcode.com/problems/alien-dictionary
1166,Design File System,56.8%,Medium,2.054985245702309, https://leetcode.com/problems/design-file-system
787,Cheapest Flights Within K Stops,39.3%,Medium,1.820249200959109, https://leetcode.com/problems/cheapest-flights-within-k-stops
166,Fraction to Recurring Decimal,21.6%,Medium,1.1768918457232653, https://leetcode.com/problems/fraction-to-recurring-decimal
39,Combination Sum,56.1%,Medium,0.8659171996195525, https://leetcode.com/problems/combination-sum
875,Koko Eating Bananas,52.1%,Medium,0.8409986269592165, https://leetcode.com/problems/koko-eating-bananas
759,Employee Free Time,66.2%,Hard,0.6974963641784472, https://leetcode.com/problems/employee-free-time
864,Shortest Path to Get All Keys,40.1%,Hard,0.6061358035703156, https://leetcode.com/problems/shortest-path-to-get-all-keys
324,Wiggle Sort II,29.9%,Medium,0.5511769192895581, https://leetcode.com/problems/wiggle-sort-ii
756,Pyramid Transition Matrix,54.6%,Medium,0.38776553100876343, https://leetcode.com/problems/pyramid-transition-matrix
341,Flatten Nested List Iterator,52.9%,Medium,0.3426517489923298, https://leetcode.com/problems/flatten-nested-list-iterator
68,Text Justification,27.7%,Hard,0.29518712556880805, https://leetcode.com/problems/text-justification
1257,Smallest Common Region,58.8%,Medium,0.2561688067457042, https://leetcode.com/problems/smallest-common-region
1235,Maximum Profit in Job Scheduling,44.0%,Hard,0.1532629744871177, https://leetcode.com/problems/maximum-profit-in-job-scheduling
322,Coin Change,35.5%,Medium,0.06260600694223208, https://leetcode.com/problems/coin-change
588,Design In-Memory File System,45.9%,Hard,0.05841076215641451, https://leetcode.com/problems/design-in-memory-file-system
843,Guess the Word,46.1%,Hard,0.045462374076757336, https://leetcode.com/problems/guess-the-word
280,Wiggle Sort,63.8%,Medium,0.04362742017962607, https://leetcode.com/problems/wiggle-sort
42,Trapping Rain Water,48.9%,Hard,0.02688623073425064, https://leetcode.com/problems/trapping-rain-water
622,Design Circular Queue,43.7%,Medium,0.02246023667974994, https://leetcode.com/problems/design-circular-queue
212,Word Search II,34.9%,Hard,0.02201654487096149, https://leetcode.com/problems/word-search-ii
236,Lowest Common Ancestor of a Binary Tree,45.7%,Medium,0.018724947332324816, https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree
1,Two Sum,45.6%,Easy,0.016487580637467636, https://leetcode.com/problems/two-sum
299,Bulls and Cows,42.4%,Easy,0.016227536621756702, https://leetcode.com/problems/bulls-and-cows
211,Add and Search Word - Data structure design,38.1%,Medium,0.010438508143923443, https://leetcode.com/problems/add-and-search-word-data-structure-design
5,Longest Palindromic Substring,29.5%,Medium,0.009086325220960808, https://leetcode.com/problems/longest-palindromic-substring
953,Verifying an Alien Dictionary,54.1%,Easy,0.007884921592696038, https://leetcode.com/problems/verifying-an-alien-dictionary
76,Minimum Window Substring,34.6%,Hard,0.006231520398723243, https://leetcode.com/problems/minimum-window-substring
34,Find First and Last Position of Element in Sorted Array,36.2%,Medium,0.004247643638268045, https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array
215,Kth Largest Element in an Array,55.4%,Medium,0.003902443976931749, https://leetcode.com/problems/kth-largest-element-in-an-array
4,Median of Two Sorted Arrays,29.6%,Hard,0.003900160950094767, https://leetcode.com/problems/median-of-two-sorted-arrays
21,Merge Two Sorted Lists,53.5%,Easy,0.0022551737583973706, https://leetcode.com/problems/merge-two-sorted-lists
2,Add Two Numbers,33.9%,Medium,0.0016886191111440908, https://leetcode.com/problems/add-two-numbers
